set_up,method,n_train,estimated_beta,file_name,running_time_train,running_time_pred,running_datetime,sim,replicate,n,d,corr,prop_NA,center_X,true_beta,pred_beta,pred_intercept,true_intercept,angular_error,mse_error,angular_error_with_intercept,mse_error_with_intercept
SimD_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.M.IMP,500,"[[1.44494497050858, -0.609901817158624, -0.206461096480503, -1.35113154580291, 0.792054202402816], [0.258370038341338]]",SimD_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.M.IMP_500,0.740458965301514,0.00914788246154785,2025-06-09 18:42:10.562535,SimD,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[1.44494497050858, -0.609901817158624, -0.206461096480503, -1.35113154580291, 0.792054202402816]",0.258370038341338,0.0,0.20657641390000692,0.04368820449674259,0.23629361814395464,0.04753268319936956
SimD_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.M.IMP,1000,"[[1.75254795724263, -0.773623642490899, -0.646257735010032, -1.2336597181185, 0.855816454987494], [0.280604412309048]]",SimD_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.M.IMP_1000,0.755395412445068,0.00963139533996582,2025-06-09 18:42:17.337951,SimD,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[1.75254795724263, -0.773623642490899, -0.646257735010032, -1.2336597181185, 0.855816454987494]",0.28060441230904803,0.0,0.06604410616545099,0.016498965280491634,0.12906489619453723,0.026872277101627404
SimD_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.M.IMP,5000,"[[1.54359022351472, -0.526212298766125, -0.497725878078509, -1.10161582846098, 0.760661588361726], [0.174344438511814]]",SimD_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.M.IMP_5000,1.01011061668396,0.0117249488830566,2025-06-09 18:42:24.706511,SimD,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[1.54359022351472, -0.526212298766125, -0.497725878078509, -1.10161582846098, 0.760661588361726]",0.174344438511814,0.0,0.053798681129180355,0.005311706788820696,0.09658310360375483,0.009492419530683862
SimD_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.M.IMP,10000,"[[1.48621581959079, -0.528963862061618, -0.460616861866313, -1.01798605156016, 0.748103633694085], [0.190693359537938]]",SimD_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.M.IMP_10000,1.3927710056304898,0.0136895179748535,2025-06-09 18:42:34.861995,SimD,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[1.48621581959079, -0.528963862061618, -0.460616861866313, -1.01798605156016, 0.748103633694085]",0.190693359537938,0.0,0.032421525498293594,0.009456269844024728,0.09728241693334519,0.013940884431998155
SimD_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.M.IMP,50000,"[[1.48739703429415, -0.489143986286898, -0.463028514643091, -1.01812564213453, 0.706877767613916], [0.183707103177597]]",SimD_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.M.IMP_50000,4.33230900764465,0.0333359241485596,2025-06-09 18:42:47.943096,SimD,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[1.48739703429415, -0.489143986286898, -0.463028514643091, -1.01812564213453, 0.706877767613916]",0.183707103177597,0.0,0.05455630001012633,0.013234352192901127,0.1046742846696496,0.016653343453734985
SimD_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.IMP.M,100,"[[0.511359144960271, -0.170695388322259, 0.39890401325689, -0.873868388745397, 0.255637939620328, 0.0576915442411069, 2.00626272907784, 1.42751242754019, -0.508314845097018, 0.988232110289684], [-1.25155094187712]]",SimD_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.IMP.M_100,0.235098123550415,0.0155243873596191,2025-06-09 18:43:25.126098,SimD,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[0.511359144960271, -0.170695388322259, 0.39890401325689, -0.873868388745397, 0.255637939620328]",-1.2515509418771202,0.0,0.751185543182861,0.5408405175843154,1.0587174810202888,0.7117637246725139
SimD_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.IMP.M,500,"[[0.779668652569228, -0.313707073749445, -0.336704130528141, -0.481066742786102, 0.408521149043886, 0.348079147734226, 0.45557798515433, 0.474137776935487, 0.0590202204294062, -0.0134952130842761], [-0.368636418260921]]",SimD_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.IMP.M_500,0.2712039947509769,0.0206880569458008,2025-06-09 18:43:28.664547,SimD,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[0.779668652569228, -0.313707073749445, -0.336704130528141, -0.481066742786102, 0.408521149043886]",-0.36863641826092103,0.0,0.08356506940393607,0.27961301699030094,0.33266104858994233,0.2556596489699576
SimD_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.IMP.M,1000,"[[0.698859921045556, -0.415849114886951, -0.321356811655774, -0.49670502900524, 0.450688046239842, 0.164489976953836, 0.467117534557498, 0.493916050973678, 0.0409088509034089, 0.29212907757495], [-0.349450545755663]]",SimD_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.IMP.M_1000,0.283412218093872,0.016592264175415,2025-06-09 18:43:32.058331,SimD,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[0.698859921045556, -0.415849114886951, -0.321356811655774, -0.49670502900524, 0.450688046239842]",-0.349450545755663,0.0,0.1514163483836128,0.2883494888355823,0.34131097194403176,0.26064385468447376
SimD_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.IMP.M,5000,"[[0.775247688681455, -0.265177786946031, -0.339951454781345, -0.520030921172505, 0.427138817995911, 0.388333159622231, 0.588674105602028, 0.545075422309497, -0.20786504934109, 0.491479991244827], [-0.524054586090005]]",SimD_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.IMP.M_5000,0.440341949462891,0.0190517902374268,2025-06-09 18:43:35.979417,SimD,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[0.775247688681455, -0.265177786946031, -0.339951454781345, -0.520030921172505, 0.427138817995911]",-0.524054586090005,0.0,0.08144418699155077,0.2748660254577759,0.44689031943890106,0.2748272227484743
SimD_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.IMP.M,10000,"[[0.757644629437437, -0.231693285265313, -0.316424255345854, -0.542917639220621, 0.430421214794764, 0.30215697677926, 0.475731700546857, 0.586495833592611, -0.115869893213811, 0.489367609114008], [-0.525179589604779]]",SimD_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.IMP.M_10000,0.763912200927734,0.0199646949768066,2025-06-09 18:42:11.191643,SimD,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[0.757644629437437, -0.231693285265313, -0.316424255345854, -0.542917639220621, 0.430421214794764]",-0.525179589604779,0.0,0.087779098125585,0.28212447205427316,0.453769554852643,0.281072660268135
SimD_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.IMP.M,50000,"[[0.761287190056866, -0.234701307495636, -0.321794998152532, -0.504872692633112, 0.404570937444483, 0.315520791230675, 0.471512805223467, 0.485047954753675, -0.113621221067568, 0.473881859007936], [-0.481475717448784]]",SimD_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.IMP.M_50000,2.07321119308472,0.026547908782959,2025-06-09 18:42:19.553924,SimD,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[0.761287190056866, -0.234701307495636, -0.321794998152532, -0.504872692633112, 0.404570937444483]",-0.481475717448784,0.0,0.08434428859035045,0.2929469517259264,0.42878049206172125,0.28275893752040887
SimD_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.IMP.M,100,"[[1.87309776650994, -0.946010338153557, 0.638251577138845, -1.99349806538697, 1.28047369746736, -0.374289897386577, 2.00447711454617, 1.22398918065204, -0.511020497834826, 0.487729109122497], [-0.105390526855769]]",SimD_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.IMP.M_100,0.3400557041168211,0.0183887481689453,2025-06-09 18:42:43.346472,SimD,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[1.87309776650994, -0.946010338153557, 0.638251577138845, -1.99349806538697, 1.28047369746736]",-0.105390526855769,0.0,0.4782848966525934,0.5107602253022968,0.4793106703174301,0.4274847149437368
SimD_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.IMP.M,500,"[[1.47466774984507, -0.634499673077225, -0.547838041887864, -1.12079847186718, 0.993250574580863, 0.283700049644361, 0.40441188131763, 0.569568022589408, 0.371700088329003, -0.208759084302183], [-0.208598181609379]]",SimD_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.IMP.M_500,0.34828901290893605,0.0179061889648438,2025-06-09 18:42:48.314036,SimD,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[1.47466774984507, -0.634499673077225, -0.547838041887864, -1.12079847186718, 0.993250574580863]",-0.208598181609379,0.0,0.08995092201654624,0.008387783848490343,0.1285263544469674,0.01424202010219853
SimD_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.IMP.M,1000,"[[1.6995851743997, -0.658230641131672, -0.79012952511476, -1.10428668788835, 0.857957219344795, 0.411557796734275, 0.162054131682579, 0.338129594939424, 0.00599330112255144, 0.0974463044178728], [-0.016363681727478]]",SimD_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.IMP.M_1000,0.3662350177764889,0.0185782909393311,2025-06-09 18:42:53.411717,SimD,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[1.6995851743997, -0.658230641131672, -0.79012952511476, -1.10428668788835, 0.857957219344795]",-0.016363681727478003,0.0,0.09949205588448756,0.015495817953689395,0.09971905376441978,0.012957809974687531
SimD_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.IMP.M,5000,"[[1.48670380128071, -0.528100100434604, -0.635826133813472, -0.944828289553374, 0.771176801370602, 0.367361387508436, 0.355421536977396, 0.338448996414299, -0.204266179184634, 0.417849936101111], [-0.24834351356398]]",SimD_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.IMP.M_5000,0.535247802734375,0.0190296173095703,2025-06-09 18:42:58.359957,SimD,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[1.48670380128071, -0.528100100434604, -0.635826133813472, -0.944828289553374, 0.771176801370602]",-0.24834351356398002,0.0,0.07720612204414047,0.01256648730443779,0.14099810634278262,0.020751156208581947
SimD_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.IMP.M,10000,"[[1.55668420914074, -0.550485966504436, -0.716563448277651, -0.962101016766544, 0.856385522895454, 0.261407955379215, 0.318957033565708, 0.367997065217727, -0.15404468442161, 0.446455810584798], [-0.197315095393908]]",SimD_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.IMP.M_10000,1.03641366958618,0.0261507034301758,2025-06-09 18:43:05.400918,SimD,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[1.55668420914074, -0.550485966504436, -0.716563448277651, -0.962101016766544, 0.856385522895454]",-0.197315095393908,0.0,0.10152628527512049,0.011239310885003396,0.13485565231016552,0.015854966882554
SimD_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.IMP.M,50000,"[[1.50525369903503, -0.487132224035206, -0.630126291231463, -0.931832975043988, 0.752625869263474, 0.324891179285692, 0.301860638564032, 0.251346595033649, -0.174200125513747, 0.433548314731667], [-0.189858642372809]]",SimD_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.IMP.M_50000,3.0259382724762003,0.0298707485198975,2025-06-09 18:43:15.022366,SimD,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[1.50525369903503, -0.487132224035206, -0.630126291231463, -0.931832975043988, 0.752625869263474]",-0.18985864237280897,0.0,0.08483575846509656,0.01454954714969629,0.12428517740100307,0.01813233997202127
SimD_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.M.IMP.M,100,"[[0.533769758263414, -0.339743174795479, 0.24634880531191, -0.74477305686936, 0.163548190894929, -0.150646529073699, 1.5582325519805, 1.35349394525245, -0.830382056752191, 0.247529078977008], [-0.63847111282841]]",SimD_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.M.IMP.M_100,0.692356109619141,0.0179851055145264,2025-06-09 18:43:44.339431,SimD,0.0,115000.0,5.0,MIXTURE,25.0,[0. 0. 0. 0. 0.],[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],"[0.533769758263414, -0.339743174795479, 0.24634880531191, -0.74477305686936, 0.163548190894929]",-0.6384711128284101,0.0,0.6259206783214509,0.4927094867499478,0.8132578764517919,0.47853213261101457
