set_up,method,n_train,estimated_beta,file_name,running_time_train,running_time_pred,running_datetime,sim,replicate,n,d,corr,prop_NA,true_beta,true_intercept,center_X,pred_beta,pred_intercept,angular_error,mse_error,angular_error_with_intercept,mse_error_with_intercept
SimE_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.M.IMP,50000,"[[1.48500087012038, -0.536062177189345, -0.422101444070266, -0.68628817049182, 0.479396075046194], [-0.00398988745057325]]",SimE_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.M.IMP_50000,2.3283483982086204,0.0185239315032959,2025-06-12 09:29:37.01073,SimE,0.0,115000.0,5.0,MIXTURE,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],0.0,[0. 0. 0. 0. 0.],"[1.48500087012038, -0.536062177189345, -0.422101444070266, -0.68628817049182, 0.479396075046194]",-0.00398988745057325,0.18266575570087268,0.06698482082606715,0.1826785352893325,0.055823337222033996
SimE_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.M.IMP,100,"[[2.57043690928156, -0.629835534568966, -0.507696308911829, -0.928648484973655, 0.969909001003431], [-0.0604536293814975]]",SimE_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.M.IMP_100,0.295080900192261,0.0127556324005127,2025-06-12 09:29:19.221394,SimE,0.0,115000.0,5.0,MIXTURE,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],0.0,[0. 0. 0. 0. 0.],"[2.57043690928156, -0.629835534568966, -0.507696308911829, -0.928648484973655, 0.969909001003431]",-0.0604536293814975,0.2394547354983939,0.1855168311941075,0.24027879875726268,0.15520646621265552
SimE_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.M.IMP,500,"[[1.68246118925173, -0.782713349110666, -0.538629286261078, -1.02458493938195, 0.832780615618992], [-0.0288865241858232]]",SimE_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.M.IMP_500,0.312646389007568,0.00854253768920898,2025-06-12 09:29:23.869159,SimE,0.0,115000.0,5.0,MIXTURE,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],0.0,[0. 0. 0. 0. 0.],"[1.68246118925173, -0.782713349110666, -0.538629286261078, -1.02458493938195, 0.832780615618992]",-0.0288865241858232,0.0778670912450203,0.007223717464384788,0.07883729858736561,0.0061588364335770154
SimE_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.M.IMP,1000,"[[1.59667009802938, -0.629933631346197, -0.302485393179478, -0.980081263339885, 0.666013416056867], [-0.0415662345022345]]",SimE_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.M.IMP_1000,0.34358811378479,0.00844907760620117,2025-06-12 09:29:29.25738,SimE,0.0,115000.0,5.0,MIXTURE,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],0.0,[0. 0. 0. 0. 0.],"[1.59667009802938, -0.629933631346197, -0.302485393179478, -0.980081263339885, 0.666013416056867]",-0.0415662345022345,0.12181381903308856,0.02008335534744687,0.12339187843401225,0.017024088097988183
SimE_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.M.IMP,5000,"[[1.63382085398504, -0.512894915894742, -0.573221108573835, -0.953116250133549, 0.763066420471991], [-0.00879515164921572]]",SimE_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.M.IMP_5000,0.483041524887085,0.00969171524047852,2025-06-12 09:29:34.383189,SimE,0.0,115000.0,5.0,MIXTURE,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],0.0,[0. 0. 0. 0. 0.],"[1.63382085398504, -0.512894915894742, -0.573221108573835, -0.953116250133549, 0.763066420471991]",-0.00879515164921572,0.07372269276676091,0.007346227688231771,0.0738328183735329,0.006134748855615259
SimE_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.M.IMP,10000,"[[1.61340257611481, -0.582658068582949, -0.60997118237187, -0.926515481119806, 0.789681491271977], [-0.0163015334001654]]",SimE_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.M.IMP_10000,1.15316820144653,0.0107071399688721,2025-06-12 09:29:40.874239,SimE,0.0,115000.0,5.0,MIXTURE,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],0.0,[0. 0. 0. 0. 0.],"[1.61340257611481, -0.582658068582949, -0.60997118237187, -0.926515481119806, 0.789681491271977]",-0.0163015334001654,0.0735959359376374,0.006968115020651705,0.07397067551504814,0.005851052515742539
SimE_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.M.IMP,50000,"[[1.60900884581958, -0.598860871651681, -0.516141824320489, -1.0517351214578, 0.848118637858416], [-0.0127138840395301]]",SimE_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.M.IMP_50000,2.43397283554077,0.0209546089172363,2025-06-12 09:29:51.208082,SimE,0.0,115000.0,5.0,MIXTURE,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],0.0,[0. 0. 0. 0. 0.],"[1.60900884581958, -0.598860871651681, -0.516141824320489, -1.0517351214578, 0.848118637858416]",-0.0127138840395301,0.005581682538491039,0.0002591986795934225,0.007951728404266355,0.0002429393742229551
SimE_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.IMP.M,100,"[[2.46050422900992, -1.22509903175532, -0.802182499129214, -0.255041206878665, 0.44621021815748, NA, NA, -0.258599415939568, 1.02049106862911, 1.31941817774646], [-0.626406242310159]]",SimE_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.IMP.M_100,0.162240266799927,0.0930287837982178,2025-06-12 09:29:27.006975,SimE,0.0,115000.0,5.0,MIXTURE,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],0.0,[0. 0. 0. 0. 0.],"[2.46050422900992, -1.22509903175532, -0.802182499129214, -0.255041206878665, 0.44621021815748]",-0.626406242310159,0.49601628920701046,0.3990328879509636,0.5359602194677097,0.3979248700266586
SimE_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.IMP.M,500,"[[1.41281608422797, -0.71141437473624, -0.257929571012597, -0.766633969250675, 0.438308981299817, NA, NA, 0.169311405341966, 0.0148828011120387, 0.441500979389536], [-0.238646750566678]]",SimE_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.IMP.M_500,0.23854660987854,0.0905451774597168,2025-06-12 09:29:31.218736,SimE,0.0,115000.0,5.0,MIXTURE,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],0.0,[0. 0. 0. 0. 0.],"[1.41281608422797, -0.71141437473624, -0.257929571012597, -0.766633969250675, 0.438308981299817]",-0.238646750566678,0.22090896132358406,0.08079227074382038,0.2556242724481871,0.07681893754585602
SimE_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.IMP.M,1000,"[[1.48482397504749, -0.580721816838773, -0.189949236389654, -0.779769150086192, 0.408206958411514, NA, NA, 0.140487434911814, 0.0102771178290913, 0.228876935656484], [-0.125562547799816]]",SimE_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.IMP.M_1000,0.173545122146606,0.0891659259796143,2025-06-12 09:29:34.669152,SimE,0.0,115000.0,5.0,MIXTURE,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],0.0,[0. 0. 0. 0. 0.],"[1.48482397504749, -0.580721816838773, -0.189949236389654, -0.779769150086192, 0.408206958411514]",-0.125562547799816,0.23509422656636256,0.08596444296067013,0.2446842243627214,0.07426469470222195
SimE_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.IMP.M,5000,"[[1.51679438944629, -0.459423945193096, -0.462587377651169, -0.574811321368175, 0.391102626761068, NA, NA, 0.0244584414464111, 0.0173008946695306, -0.101135163710453], [0.0119107237978729]]",SimE_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.IMP.M_5000,0.27277946472168,0.093742847442627,2025-06-12 09:29:38.593519,SimE,0.0,115000.0,5.0,MIXTURE,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],0.0,[0. 0. 0. 0. 0.],"[1.51679438944629, -0.459423945193096, -0.462587377651169, -0.574811321368175, 0.391102626761068]",0.0119107237978729,0.2602259403489373,0.10243992625504443,0.26030893888866374,0.0853902494361019
SimE_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.IMP.M,10000,"[[1.55057844894443, -0.58194181098135, -0.451198238201191, -0.677881969787641, 0.486137883654182, NA, NA, -0.133102385316202, -0.0550130294978335, -0.0158840614093203], [0.0419731620324064]]",SimE_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.IMP.M_10000,0.376455307006836,0.0948042869567871,2025-06-12 09:29:43.269868,SimE,0.0,115000.0,5.0,MIXTURE,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],0.0,[0. 0. 0. 0. 0.],"[1.55057844894443, -0.58194181098135, -0.451198238201191, -0.677881969787641, 0.486137883654182]",0.0419731620324064,0.2010816545890365,0.062438878133841726,0.20226423476747782,0.05232602283336787
SimE_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.IMP.M,50000,"[[1.49747540354757, -0.562939018062649, -0.418942278523469, -0.709140962986422, 0.498515110691864, NA, NA, -0.0726801677210013, 0.0521277911168943, 0.00947934224616263], [0.00520669431684089]]",SimE_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.IMP.M_50000,1.6790955066680902,0.0968387126922607,2025-06-12 09:29:50.162092,SimE,0.0,115000.0,5.0,MIXTURE,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],0.0,[0. 0. 0. 0. 0.],"[1.49747540354757, -0.562939018062649, -0.418942278523469, -0.709140962986422, 0.498515110691864]",0.00520669431684089,0.17375341516304277,0.05947817715542188,0.17377556505403444,0.0495696659071364
SimE_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.IMP.M,100,"[[3.29363396316693, -1.67112831061085, -2.1622992804697, -1.3219232778536, 1.91686438837769, NA, NA, -0.143281313148284, 1.48015498778622, 1.47620971520026], [-0.229856661786425]]",SimE_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.IMP.M_100,0.241950750350952,0.0886576175689697,2025-06-12 09:29:28.339776,SimE,0.0,115000.0,5.0,MIXTURE,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],0.0,[0. 0. 0. 0. 0.],"[3.29363396316693, -1.67112831061085, -2.1622992804697, -1.3219232778536, 1.91686438837769]",-0.229856661786425,0.3042790395056606,1.5493411573421936,0.3077972089269183,1.2999233119464277
SimE_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.IMP.M,500,"[[1.53307605344065, -0.798893658174049, -0.416715762726649, -0.961484311646288, 0.677694320940996, NA, NA, -0.0148551346790231, -0.0994601518888151, 0.432272260419411], [-0.194860374508278]]",SimE_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.IMP.M_500,0.713587760925293,0.08960437774658199,2025-06-12 09:29:33.831676,SimE,0.0,115000.0,5.0,MIXTURE,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],0.0,[0. 0. 0. 0. 0.],"[1.53307605344065, -0.798893658174049, -0.416715762726649, -0.961484311646288, 0.677694320940996]",-0.194860374508278,0.13000046949121621,0.02068758209600885,0.1586180664743724,0.023568079338925102
SimE_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.IMP.M,1000,"[[1.62278769308793, -0.571237191209657, -0.270878815203094, -1.16414625328054, 0.793510757522378, NA, NA, 0.171658990291293, 0.0809988801691379, 0.197106117574701], [-0.126163112178939]]",SimE_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.IMP.M_1000,0.272153854370117,0.092728853225708,2025-06-12 09:29:40.868543,SimE,0.0,115000.0,5.0,MIXTURE,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],0.0,[0. 0. 0. 0. 0.],"[1.62278769308793, -0.571237191209657, -0.270878815203094, -1.16414625328054, 0.793510757522378]",-0.126163112178939,0.1251539272303436,0.016265281759339535,0.13715778932772624,0.016207256611895537
SimE_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.IMP.M,5000,"[[1.59335827482525, -0.485276209632546, -0.568212155240938, -0.871825531182096, 0.706566097751746, NA, NA, 0.0696856172502029, 0.0419173314800505, -0.076167828556924], [-0.0248214789793816]]",SimE_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.IMP.M_5000,0.8319978713989259,0.0979738235473633,2025-06-12 09:29:46.932715,SimE,0.0,115000.0,5.0,MIXTURE,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],0.0,[0. 0. 0. 0. 0.],"[1.59335827482525, -0.485276209632546, -0.568212155240938, -0.871825531182096, 0.706566097751746]",-0.0248214789793816,0.10011798669299787,0.01684996982613147,0.1008193855116451,0.014144325824896877
SimE_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.IMP.M,10000,"[[1.6660026268516, -0.611085022403932, -0.60154560329016, -0.959251189057951, 0.834151972104836, NA, NA, -0.109844162214952, -0.0364154894719771, -0.000974115005847591], [0.0277372104685325]]",SimE_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.IMP.M_10000,1.01746392250061,0.0951790809631348,2025-06-12 09:29:53.355302,SimE,0.0,115000.0,5.0,MIXTURE,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],0.0,[0. 0. 0. 0. 0.],"[1.6660026268516, -0.611085022403932, -0.60154560329016, -0.959251189057951, 0.834151972104836]",0.0277372104685325,0.06354030621483098,0.004205614248002934,0.0647087155956033,0.00363290401409839
SimE_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.Y.IMP.M,50000,"[[1.631217037195, -0.60874065389371, -0.510718914657947, -1.0793945446915, 0.867270620181125, NA, NA, -0.0785732187351183, 0.0418757214339341, -0.000375690047243935], [-0.000217448397040596]]",SimE_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.Y.IMP.M_50000,2.69306564331055,0.15259766578674305,2025-06-12 09:30:03.918861,SimE,0.0,115000.0,5.0,MIXTURE,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],0.0,[0. 0. 0. 0. 0.],"[1.631217037195, -0.60874065389371, -0.510718914657947, -1.0793945446915, 0.867270620181125]",-0.000217448397040596,0.008668119692202254,8.113588687950488e-05,0.008668643215361206,6.762111970048331e-05
SimE_rep0_n115000_d5_corrMIXTURE_NA25,MICE.1.M.IMP.M,100,"[[2.52195699631862, -0.95240726066014, -0.803992254993749, -0.771291901290543, 0.983442777158877, NA, NA, -0.469694442180939, 1.290649422445, 1.07642159998332], [-0.561709558112161]]",SimE_rep0_n115000_d5_corrMIXTURE_NA25_MICE.1.M.IMP.M_100,0.236932754516602,0.108866691589355,2025-06-12 09:29:35.152404,SimE,0.0,115000.0,5.0,MIXTURE,25.0,[ 1.62434536 -0.61175641 -0.52817175 -1.07296862  0.86540763],0.0,[0. 0. 0. 0. 0.],"[2.52195699631862, -0.95240726066014, -0.803992254993749, -0.771291901290543, 0.983442777158877]",-0.5617095581121611,0.2577033282924358,0.22055354825223933,0.31346694773727224,0.236380894822626
